head,relation,tail
C0265233,expression present,C0152221
C0009714,expression present,C0152221
C0020072,expression present,C0152221
C0026705,expression present,C0152221
C1833213,expression present,C0152221
C0022541,expression present,C0152221
C0037231,expression present,C0152221
C0028860,expression present,C0152221
C0265345,expression present,C0152221
C0004779,expression present,C0152221
C0022577,expression present,C0152221
C0043346,expression present,C0152221
C3266843,expression present,C0152221
C0043388,expression present,C0152221
C0043395,expression present,C0152221
C0221348,expression present,C0152221
C1857663,expression present,C0152221
C0043459,expression present,C0152221
C0027059,expression present,C0152221
C0796160,expression present,C0152221
C4708600,expression present,C0152221
C5442005,expression present,C0152221
C0342907,expression present,C0152221
C0432487,expression present,C0152221
C4225396,expression present,C0152221
C2909036,expression present,C0152221
C2936741,expression present,C0152221
C2931422,expression present,C0341106
C0265492,expression present,C0341106
C0001627,expression present,C0341106
C1302995,expression present,C0341106
C0265292,expression present,C0341106
C0282207,expression present,C0341106
C0399378,expression present,C0341106
C0950121,expression present,C0341106
C0015773,expression present,C0341106
C0016667,expression present,C0341106
C0265233,expression present,C0341106
C0009714,expression present,C0341106
C1708350,expression present,C0341106
C0020072,expression present,C0341106
C0026705,expression present,C0341106
C1833213,expression present,C0341106
C0022541,expression present,C0341106
C0037231,expression present,C0341106
C0028860,expression present,C0341106
C0265345,expression present,C0341106
C0004779,expression present,C0341106
C0022577,expression present,C0341106
C0043346,expression present,C0341106
C3266843,expression present,C0341106
C0043388,expression present,C0341106
C0043395,expression present,C0341106
C0221348,expression present,C0341106
C1857663,expression present,C0341106
C0043459,expression present,C0341106
C0027059,expression present,C0341106
C0796160,expression present,C0341106
C4708600,expression present,C0341106
C0751882,expression present,C0341106
C2676770,expression present,C0341106
C4721555,expression present,C0341106
C5442005,expression present,C0341106
C0342907,expression present,C0341106
C0432487,expression present,C0341106
C4225396,expression present,C0341106
C2909036,expression present,C0341106
C2936741,expression present,C0341106
C2931422,expression present,C0936223
C0265492,expression present,C0936223
C0001627,expression present,C0936223
C1302995,expression present,C0936223
C0265292,expression present,C0936223
C0399378,expression present,C0936223
C0950121,expression present,C0936223
C0015773,expression present,C0936223
C0016667,expression present,C0936223
C0265233,expression present,C0936223
C0009714,expression present,C0936223
C1708350,expression present,C0936223
C0020072,expression present,C0936223
C0026705,expression present,C0936223
C1833213,expression present,C0936223
C0022541,expression present,C0936223
C0037231,expression present,C0936223
C0028860,expression present,C0936223
C0265345,expression present,C0936223
C0004779,expression present,C0936223
C0022577,expression present,C0936223
C0043346,expression present,C0936223
C3266843,expression present,C0936223
C0043388,expression present,C0936223
C0043395,expression present,C0936223
C0221348,expression present,C0936223
C0043459,expression present,C0936223
C0027059,expression present,C0936223
C0796160,expression present,C0936223
C4708600,expression present,C0936223
C2676770,expression present,C0936223
C5442005,expression present,C0936223
C0342907,expression present,C0936223
C0432487,expression present,C0936223
C4225396,expression present,C0936223
C2909036,expression present,C0936223
C0685838,expression present,C0936223
C2936741,expression present,C0936223
C2931422,expression present,C3809483
C0265492,expression present,C3809483
C0001627,expression present,C3809483
C1302995,expression present,C3809483
C0265292,expression present,C3809483
C0282207,expression present,C3809483
C0399378,expression present,C3809483
C0950121,expression present,C3809483
C0015773,expression present,C3809483
C0016667,expression present,C3809483
C0265233,expression present,C3809483
C0009714,expression present,C3809483
C1708350,expression present,C3809483
C0020072,expression present,C3809483
C0026705,expression present,C3809483
C1833213,expression present,C3809483
C0022541,expression present,C3809483
C0037231,expression present,C3809483
C0028860,expression present,C3809483
C0265345,expression present,C3809483
C0004779,expression present,C3809483
C0022577,expression present,C3809483
C0043346,expression present,C3809483
C3266843,expression present,C3809483
C0043388,expression present,C3809483
C0043395,expression present,C3809483
C0221348,expression present,C3809483
C1857663,expression present,C3809483
C0043459,expression present,C3809483
C0027059,expression present,C3809483
C0796160,expression present,C3809483
C4708600,expression present,C3809483
C0751882,expression present,C3809483
C2676770,expression present,C3809483
C4721555,expression present,C3809483
C5442005,expression present,C3809483
C0342907,expression present,C3809483
C0432487,expression present,C3809483
C4225396,expression present,C3809483
C2909036,expression present,C3809483
C0685838,expression present,C3809483
C2936741,expression present,C3809483
C2931422,expression present,C0694550
C0265492,expression present,C0694550
C0001627,expression present,C0694550
C1302995,expression present,C0694550
C0265292,expression present,C0694550
C0282207,expression present,C0694550
C0399378,expression present,C0694550
C0950121,expression present,C0694550
C0016667,expression present,C0694550
C0265233,expression present,C0694550
C0009714,expression present,C0694550
C0020072,expression present,C0694550
C0026705,expression present,C0694550
C1833213,expression present,C0694550
C0022541,expression present,C0694550
C0265345,expression present,C0694550
C0043346,expression present,C0694550
C3266843,expression present,C0694550
C0043388,expression present,C0694550
C0043395,expression present,C0694550
C0221348,expression present,C0694550
C1857663,expression present,C0694550
C0043459,expression present,C0694550
C0027059,expression present,C0694550
C0796160,expression present,C0694550
C4708600,expression present,C0694550
C0751882,expression present,C0694550
C2676770,expression present,C0694550
C4721555,expression present,C0694550
C5442005,expression present,C0694550
C0342907,expression present,C0694550
C0432487,expression present,C0694550
C4225396,expression present,C0694550
C2909036,expression present,C0694550
C2936741,expression present,C0694550
C2931422,expression present,C0206629
C0265492,expression present,C0206629
C0238062,expression present,C0206629
C0001627,expression present,C0206629
C1302995,expression present,C0206629
C0265292,expression present,C0206629
C0282207,expression present,C0206629
C0399378,expression present,C0206629
C0950121,expression present,C0206629
C0015773,expression present,C0206629
C0016667,expression present,C0206629
C0265233,expression present,C0206629
C0009714,expression present,C0206629
C1708350,expression present,C0206629
C0020072,expression present,C0206629
C0026705,expression present,C0206629
C1833213,expression present,C0206629
C0022541,expression present,C0206629
C0037231,expression present,C0206629
C0028860,expression present,C0206629
C0265345,expression present,C0206629
C0004779,expression present,C0206629
C0022577,expression present,C0206629
C0043346,expression present,C0206629
C3266843,expression present,C0206629
C0043388,expression present,C0206629
C0043395,expression present,C0206629
C0221348,expression present,C0206629
C1857663,expression present,C0206629
C0043459,expression present,C0206629
C0027059,expression present,C0206629
C0796160,expression present,C0206629
C4708600,expression present,C0206629
C0751882,expression present,C0206629
C2676770,expression present,C0206629
C4721555,expression present,C0206629
C5442005,expression present,C0206629
C0342907,expression present,C0206629
C0432487,expression present,C0206629
C4225396,expression present,C0206629
C2909036,expression present,C0206629
C0685838,expression present,C0206629
C2936741,expression present,C0206629
C2931422,expression present,C0008677
C0265492,expression present,C0008677
C0001627,expression present,C0008677
C0265292,expression present,C0008677
C0282207,expression present,C0008677
C0399378,expression present,C0008677
C0950121,expression present,C0008677
C0015773,expression present,C0008677
C0016667,expression present,C0008677
C0265233,expression present,C0008677
C0009714,expression present,C0008677
C1708350,expression present,C0008677
C0026705,expression present,C0008677
C1833213,expression present,C0008677
C0022541,expression present,C0008677
C0265345,expression present,C0008677
C0022577,expression present,C0008677
C0043346,expression present,C0008677
C3266843,expression present,C0008677
C0043388,expression present,C0008677
C0043395,expression present,C0008677
C0221348,expression present,C0008677
C1857663,expression present,C0008677
C0043459,expression present,C0008677
C0027059,expression present,C0008677
C0796160,expression present,C0008677
C4708600,expression present,C0008677
C0751882,expression present,C0008677
C2676770,expression present,C0008677
C4721555,expression present,C0008677
C5442005,expression present,C0008677
C0342907,expression present,C0008677
C0432487,expression present,C0008677
C4225396,expression present,C0008677
C2909036,expression present,C0008677
C0685838,expression present,C0008677
C2936741,expression present,C0008677
C2931422,expression present,C0035112
C0265492,expression present,C0035112
C0001627,expression present,C0035112
C1302995,expression present,C0035112
C0399378,expression present,C0035112
C0950121,expression present,C0035112
C0016667,expression present,C0035112
C0265233,expression present,C0035112
C0009714,expression present,C0035112
C0026705,expression present,C0035112
C1833213,expression present,C0035112
C0265345,expression present,C0035112
C0022577,expression present,C0035112
C0043346,expression present,C0035112
C3266843,expression present,C0035112
C0043395,expression present,C0035112
C0796160,expression present,C0035112
C4708600,expression present,C0035112
C5442005,expression present,C0035112
C0342907,expression present,C0035112
C0432487,expression present,C0035112
C4225396,expression present,C0035112
C2909036,expression present,C0035112
C2936741,expression present,C0035112
C2931422,expression present,C1136085
C0265492,expression present,C1136085
C0238062,expression present,C1136085
C0001627,expression present,C1136085
C0265292,expression present,C1136085
C0282207,expression present,C1136085
C0399378,expression present,C1136085
C0950121,expression present,C1136085
C0016667,expression present,C1136085
C0265233,expression present,C1136085
C0009714,expression present,C1136085
C0026705,expression present,C1136085
C1833213,expression present,C1136085
C0022541,expression present,C1136085
C0037231,expression present,C1136085
C0028860,expression present,C1136085
C0265345,expression present,C1136085
C0004779,expression present,C1136085
C0022577,expression present,C1136085
C0043346,expression present,C1136085
C3266843,expression present,C1136085
C0043388,expression present,C1136085
C0043395,expression present,C1136085
C0221348,expression present,C1136085
C0043459,expression present,C1136085
C0027059,expression present,C1136085
C0796160,expression present,C1136085
C4708600,expression present,C1136085
C0751882,expression present,C1136085
C2676770,expression present,C1136085
C5442005,expression present,C1136085
C0342907,expression present,C1136085
C0432487,expression present,C1136085
C4225396,expression present,C1136085
C2909036,expression present,C1136085
C0685838,expression present,C1136085
C2936741,expression present,C1136085
C0265492,expression present,C0019338
C0238062,expression present,C0019338
C1302995,expression present,C0019338
C0399378,expression present,C0019338
C0009714,expression present,C0019338
C1708350,expression present,C0019338
C0037231,expression present,C0019338
C0028860,expression present,C0019338
C0265345,expression present,C0019338
C0004779,expression present,C0019338
C0022577,expression present,C0019338
C0043346,expression present,C0019338
C4225396,expression present,C0019338
C2936741,expression present,C0019338
C2931422,expression present,C0010631
C0265492,expression present,C0010631
C0001627,expression present,C0010631
C1302995,expression present,C0010631
C0265292,expression present,C0010631
C0282207,expression present,C0010631
C0399378,expression present,C0010631
C0950121,expression present,C0010631
C0015773,expression present,C0010631
C0016667,expression present,C0010631
C0265233,expression present,C0010631
C0009714,expression present,C0010631
C1708350,expression present,C0010631
C0020072,expression present,C0010631
C0026705,expression present,C0010631
C1833213,expression present,C0010631
C0022541,expression present,C0010631
C0037231,expression present,C0010631
C0028860,expression present,C0010631
C0265345,expression present,C0010631
C0004779,expression present,C0010631
C0022577,expression present,C0010631
C0043346,expression present,C0010631
C3266843,expression present,C0010631
C0043388,expression present,C0010631
C0043395,expression present,C0010631
C0221348,expression present,C0010631
C1857663,expression present,C0010631
C0043459,expression present,C0010631
C0027059,expression present,C0010631
C0796160,expression present,C0010631
C4708600,expression present,C0010631
C0751882,expression present,C0010631
C2676770,expression present,C0010631
C5442005,expression present,C0010631
C0342907,expression present,C0010631
C0432487,expression present,C0010631
C4225396,expression present,C0010631
C2909036,expression present,C0010631
C0685838,expression present,C0010631
C2936741,expression present,C0010631
C2931422,expression present,C0002994
C0265492,expression present,C0002994
C0001627,expression present,C0002994
C1302995,expression present,C0002994
C0265292,expression present,C0002994
C0282207,expression present,C0002994
C0399378,expression present,C0002994
C0950121,expression present,C0002994
C0015773,expression present,C0002994
C0016667,expression present,C0002994
C0265233,expression present,C0002994
C0009714,expression present,C0002994
C1708350,expression present,C0002994
C0020072,expression present,C0002994
C0026705,expression present,C0002994
C1833213,expression present,C0002994
C0022541,expression present,C0002994
C0037231,expression present,C0002994
C0028860,expression present,C0002994
C0265345,expression present,C0002994
C0004779,expression present,C0002994
C0022577,expression present,C0002994
C0043346,expression present,C0002994
C3266843,expression present,C0002994
C0043388,expression present,C0002994
C0043395,expression present,C0002994
C0221348,expression present,C0002994
C1857663,expression present,C0002994
C0043459,expression present,C0002994
C0027059,expression present,C0002994
C0796160,expression present,C0002994
C4708600,expression present,C0002994
C0751882,expression present,C0002994
C2676770,expression present,C0002994
C4721555,expression present,C0002994
C5442005,expression present,C0002994
C0342907,expression present,C0002994
C0432487,expression present,C0002994
C4225396,expression present,C0002994
C2909036,expression present,C0002994
C0685838,expression present,C0002994
C2936741,expression present,C0002994
C2931422,expression present,C0152025
C0265492,expression present,C0152025
C0001627,expression present,C0152025
C1302995,expression present,C0152025
C0265292,expression present,C0152025
C0282207,expression present,C0152025
C0399378,expression present,C0152025
C0950121,expression present,C0152025
C0016667,expression present,C0152025
C0265233,expression present,C0152025
C0009714,expression present,C0152025
C1708350,expression present,C0152025
C0020072,expression present,C0152025
C0026705,expression present,C0152025
C1833213,expression present,C0152025
C0022541,expression present,C0152025
C0037231,expression present,C0152025
C0028860,expression present,C0152025
C0265345,expression present,C0152025
C0004779,expression present,C0152025
C0022577,expression present,C0152025
C0043346,expression present,C0152025
C3266843,expression present,C0152025
C0043388,expression present,C0152025
C0043395,expression present,C0152025
C0221348,expression present,C0152025
C1857663,expression present,C0152025
C0043459,expression present,C0152025
C0027059,expression present,C0152025
C0796160,expression present,C0152025
C4708600,expression present,C0152025
C0751882,expression present,C0152025
C2676770,expression present,C0152025
C4721555,expression present,C0152025
C5442005,expression present,C0152025
C0342907,expression present,C0152025
C0432487,expression present,C0152025
C4225396,expression present,C0152025
C2909036,expression present,C0152025
C0685838,expression present,C0152025
C2936741,expression present,C0152025
C2931422,expression present,C4540493
C0265492,expression present,C4540493
C0238062,expression present,C4540493
C0001627,expression present,C4540493
C1302995,expression present,C4540493
C0265292,expression present,C4540493
C0399378,expression present,C4540493
C0950121,expression present,C4540493
C0265233,expression present,C4540493
C0009714,expression present,C4540493
C0020072,expression present,C4540493
C0026705,expression present,C4540493
C1833213,expression present,C4540493
C0022541,expression present,C4540493
C0037231,expression present,C4540493
C0028860,expression present,C4540493
C0265345,expression present,C4540493
C0004779,expression present,C4540493
C0022577,expression present,C4540493
C0043346,expression present,C4540493
C3266843,expression present,C4540493
C0043388,expression present,C4540493
C0043395,expression present,C4540493
C0221348,expression present,C4540493
C1857663,expression present,C4540493
C0043459,expression present,C4540493
C0027059,expression present,C4540493
C0796160,expression present,C4540493
C4708600,expression present,C4540493
C0751882,expression present,C4540493
C2676770,expression present,C4540493
C5442005,expression present,C4540493
C0342907,expression present,C4540493
C0432487,expression present,C4540493
C4225396,expression present,C4540493
C2909036,expression present,C4540493
C0685838,expression present,C4540493
C2936741,expression present,C4540493
C2931422,expression present,C0023241
C0265492,expression present,C0023241
C0238062,expression present,C0023241
C0001627,expression present,C0023241
C1302995,expression present,C0023241
C0265292,expression present,C0023241
C0282207,expression present,C0023241
C0399378,expression present,C0023241
C0950121,expression present,C0023241
C0016667,expression present,C0023241
C0265233,expression present,C0023241
C0009714,expression present,C0023241
C0020072,expression present,C0023241
C0026705,expression present,C0023241
C1833213,expression present,C0023241
C0022541,expression present,C0023241
C0037231,expression present,C0023241
C0028860,expression present,C0023241
C0265345,expression present,C0023241
C0004779,expression present,C0023241
C0022577,expression present,C0023241
C0043346,expression present,C0023241
C3266843,expression present,C0023241
C0043388,expression present,C0023241
C0043395,expression present,C0023241
C0221348,expression present,C0023241
C1857663,expression present,C0023241
C0043459,expression present,C0023241
C0027059,expression present,C0023241
C0796160,expression present,C0023241
C4708600,expression present,C0023241
C4721555,expression present,C0023241
C5442005,expression present,C0023241
C0342907,expression present,C0023241
C0432487,expression present,C0023241
C4225396,expression present,C0023241
C2909036,expression present,C0023241
C0685838,expression present,C0023241
C2936741,expression present,C0023241
C0265492,expression present,C0038165
C0001627,expression present,C0038165
C1302995,expression present,C0038165
C0399378,expression present,C0038165
C0950121,expression present,C0038165
C0009714,expression present,C0038165
C0026705,expression present,C0038165
C1833213,expression present,C0038165
C0265345,expression present,C0038165
C0043346,expression present,C0038165
C3266843,expression present,C0038165
C0043388,expression present,C0038165
C0043395,expression present,C0038165
C0027059,expression present,C0038165
C0796160,expression present,C0038165
C4708600,expression present,C0038165
C5442005,expression present,C0038165
C0432487,expression present,C0038165
C4225396,expression present,C0038165
C2936741,expression present,C0038165
C2931422,expression present,C0041825
C0265492,expression present,C0041825
C0001627,expression present,C0041825
C1302995,expression present,C0041825
C0265292,expression present,C0041825
C0282207,expression present,C0041825
C0399378,expression present,C0041825
C0950121,expression present,C0041825
C0016667,expression present,C0041825
C0265233,expression present,C0041825
C0009714,expression present,C0041825
C1708350,expression present,C0041825
C0020072,expression present,C0041825
C0026705,expression present,C0041825
C1833213,expression present,C0041825
C0022541,expression present,C0041825
C0037231,expression present,C0041825
C0028860,expression present,C0041825
C0265345,expression present,C0041825
C0004779,expression present,C0041825
C0022577,expression present,C0041825
C0043346,expression present,C0041825
C3266843,expression present,C0041825
C0043388,expression present,C0041825
C0043395,expression present,C0041825
C0221348,expression present,C0041825
C1857663,expression present,C0041825
C0043459,expression present,C0041825
C0027059,expression present,C0041825
C0796160,expression present,C0041825
C4708600,expression present,C0041825
C0751882,expression present,C0041825
C5442005,expression present,C0041825
C0342907,expression present,C0041825
C0432487,expression present,C0041825
C4225396,expression present,C0041825
C2909036,expression present,C0041825
C2936741,expression present,C0041825
C2931422,expression present,C1510429
C0265492,expression present,C1510429
C0001627,expression present,C1510429
C0265292,expression present,C1510429
C0399378,expression present,C1510429
C0950121,expression present,C1510429
C0265233,expression present,C1510429
C0009714,expression present,C1510429
C0020072,expression present,C1510429
C0026705,expression present,C1510429
C1833213,expression present,C1510429
C0022541,expression present,C1510429
C0037231,expression present,C1510429
C0028860,expression present,C1510429
C0265345,expression present,C1510429
C0022577,expression present,C1510429
C0043346,expression present,C1510429
C3266843,expression present,C1510429
C0043395,expression present,C1510429
C0221348,expression present,C1510429
C1857663,expression present,C1510429
C0027059,expression present,C1510429
C0796160,expression present,C1510429
C4708600,expression present,C1510429
C5442005,expression present,C1510429
C0342907,expression present,C1510429
C0432487,expression present,C1510429
C4225396,expression present,C1510429
C2909036,expression present,C1510429
C2936741,expression present,C1510429
C2931422,expression present,C0149782
C0265492,expression present,C0149782
C0001627,expression present,C0149782
C1302995,expression present,C0149782
C0265292,expression present,C0149782
C0399378,expression present,C0149782
C0950121,expression present,C0149782
C0015773,expression present,C0149782
C0265233,expression present,C0149782
C0009714,expression present,C0149782
C1708350,expression present,C0149782
C0020072,expression present,C0149782
C0026705,expression present,C0149782
C1833213,expression present,C0149782
C0022541,expression present,C0149782
C0037231,expression present,C0149782
C0028860,expression present,C0149782
C0265345,expression present,C0149782
C0004779,expression present,C0149782
C0022577,expression present,C0149782
C0043346,expression present,C0149782
C3266843,expression present,C0149782
C0043388,expression present,C0149782
C0043395,expression present,C0149782
C0221348,expression present,C0149782
C1857663,expression present,C0149782
C0043459,expression present,C0149782
C0027059,expression present,C0149782
C0796160,expression present,C0149782
C4708600,expression present,C0149782
C0751882,expression present,C0149782
C2676770,expression present,C0149782
C4721555,expression present,C0149782
C5442005,expression present,C0149782
C0342907,expression present,C0149782
C0432487,expression present,C0149782
C4225396,expression present,C0149782
C2909036,expression present,C0149782
C0685838,expression present,C0149782
C2936741,expression present,C0149782
C2931422,expression present,C0023440
C0238062,expression present,C0023440
C0001627,expression present,C0023440
C1302995,expression present,C0023440
C0265292,expression present,C0023440
C0399378,expression present,C0023440
C0950121,expression present,C0023440
C0265233,expression present,C0023440
C0009714,expression present,C0023440
C0026705,expression present,C0023440
C0022541,expression present,C0023440
C0022577,expression present,C0023440
C0043346,expression present,C0023440
C3266843,expression present,C0023440
C0342907,expression present,C0023440
C4225396,expression present,C0023440
C0685838,expression present,C0023440
C2931422,expression present,C0011206
C0265492,expression present,C0011206
C0001627,expression present,C0011206
C1302995,expression present,C0011206
C0265292,expression present,C0011206
C0282207,expression present,C0011206
C0399378,expression present,C0011206
C0950121,expression present,C0011206
C0016667,expression present,C0011206
C0265233,expression present,C0011206
C0009714,expression present,C0011206
C1708350,expression present,C0011206
C0020072,expression present,C0011206
C0026705,expression present,C0011206
C1833213,expression present,C0011206
C0022541,expression present,C0011206
C0037231,expression present,C0011206
C0028860,expression present,C0011206
C0265345,expression present,C0011206
C0004779,expression present,C0011206
C0022577,expression present,C0011206
C0043346,expression present,C0011206
C3266843,expression present,C0011206
C0043388,expression present,C0011206
C0043395,expression present,C0011206
C0221348,expression present,C0011206
C1857663,expression present,C0011206
C0043459,expression present,C0011206
C0027059,expression present,C0011206
C0796160,expression present,C0011206
C4708600,expression present,C0011206
C0751882,expression present,C0011206
C2676770,expression present,C0011206
C4721555,expression present,C0011206
C5442005,expression present,C0011206
C0342907,expression present,C0011206
C0432487,expression present,C0011206
C4225396,expression present,C0011206
C2909036,expression present,C0011206
C0685838,expression present,C0011206
C2936741,expression present,C0011206
C2931422,expression present,C5680987
C0265492,expression present,C5680987
C0001627,expression present,C5680987
C1302995,expression present,C5680987
C0265292,expression present,C5680987
C0282207,expression present,C5680987
C0399378,expression present,C5680987
C0950121,expression present,C5680987
C0015773,expression present,C5680987
C0016667,expression present,C5680987
C0265233,expression present,C5680987
C0009714,expression present,C5680987
C1708350,expression present,C5680987
C0020072,expression present,C5680987
C0026705,expression present,C5680987
C1833213,expression present,C5680987
C0022541,expression present,C5680987
C0037231,expression present,C5680987
C0028860,expression present,C5680987
C0265345,expression present,C5680987
C0004779,expression present,C5680987
C0022577,expression present,C5680987
C0043346,expression present,C5680987
C3266843,expression present,C5680987
C0043388,expression present,C5680987
C0043395,expression present,C5680987
C0221348,expression present,C5680987
C1857663,expression present,C5680987
C0043459,expression present,C5680987
C0027059,expression present,C5680987
C0796160,expression present,C5680987
C4708600,expression present,C5680987
C0751882,expression present,C5680987
C2676770,expression present,C5680987
C4721555,expression present,C5680987
C5442005,expression present,C5680987
C0342907,expression present,C5680987
C0432487,expression present,C5680987
C4225396,expression present,C5680987
C2909036,expression present,C5680987
C0685838,expression present,C5680987
C2936741,expression present,C5680987
C1302995,expression present,C0029456
C0399378,expression present,C0029456
C0950121,expression present,C0029456
C0342907,expression present,C0029456
C2931422,expression present,C0020502
C0265492,expression present,C0020502
C0001627,expression present,C0020502
C0265292,expression present,C0020502
C0399378,expression present,C0020502
C0950121,expression present,C0020502
C0015773,expression present,C0020502
C0265233,expression present,C0020502
C0009714,expression present,C0020502
C0026705,expression present,C0020502
C1833213,expression present,C0020502
C0022541,expression present,C0020502
C0265345,expression present,C0020502
C0043346,expression present,C0020502
C3266843,expression present,C0020502
C0043388,expression present,C0020502
C0043395,expression present,C0020502
C0221348,expression present,C0020502
C1857663,expression present,C0020502
C0043459,expression present,C0020502
C0027059,expression present,C0020502
C4708600,expression present,C0020502
C0751882,expression present,C0020502
C2676770,expression present,C0020502
C4721555,expression present,C0020502
C5442005,expression present,C0020502
C0342907,expression present,C0020502
C0432487,expression present,C0020502
C4225396,expression present,C0020502
C2909036,expression present,C0020502
C2936741,expression present,C0020502
C0265492,expression present,C4551683
C0001627,expression present,C4551683
C1302995,expression present,C4551683
C0282207,expression present,C4551683
C0399378,expression present,C4551683
C0950121,expression present,C4551683
C0009714,expression present,C4551683
C0026705,expression present,C4551683
C0022541,expression present,C4551683
C0265345,expression present,C4551683
C0043346,expression present,C4551683
C1833213,expression present,C4021794
C2931422,expression present,C0041333
C0265492,expression present,C0041333
C0001627,expression present,C0041333
C1302995,expression present,C0041333
C0265292,expression present,C0041333
C0282207,expression present,C0041333
C0399378,expression present,C0041333
C0950121,expression present,C0041333
C0015773,expression present,C0041333
C0016667,expression present,C0041333
C0265233,expression present,C0041333
C0009714,expression present,C0041333
C1708350,expression present,C0041333
C0020072,expression present,C0041333
C0026705,expression present,C0041333
C1833213,expression present,C0041333
C0022541,expression present,C0041333
C0037231,expression present,C0041333
C0028860,expression present,C0041333
C0265345,expression present,C0041333
C0004779,expression present,C0041333
C0022577,expression present,C0041333
C0043346,expression present,C0041333
C3266843,expression present,C0041333
C0043388,expression present,C0041333
C0043395,expression present,C0041333
C0221348,expression present,C0041333
C1857663,expression present,C0041333
C0043459,expression present,C0041333
C0027059,expression present,C0041333
C0796160,expression present,C0041333
C4708600,expression present,C0041333
C0751882,expression present,C0041333
C2676770,expression present,C0041333
C4721555,expression present,C0041333
C5442005,expression present,C0041333
C0342907,expression present,C0041333
C0432487,expression present,C0041333
C4225396,expression present,C0041333
C2909036,expression present,C0041333
C0685838,expression present,C0041333
C2936741,expression present,C0041333
C0265492,expression present,C1535939
C0001627,expression present,C1535939
C0265292,expression present,C1535939
C0399378,expression present,C1535939
C0009714,expression present,C1535939
C0026705,expression present,C1535939
C1833213,expression present,C1535939
C0022541,expression present,C1535939
C0265345,expression present,C1535939
C0043346,expression present,C1535939
C3266843,expression present,C1535939
C2931422,expression present,C0000880
C0265492,expression present,C0000880
C0001627,expression present,C0000880
C1302995,expression present,C0000880
C0265292,expression present,C0000880
C0282207,expression present,C0000880
C0399378,expression present,C0000880
C0950121,expression present,C0000880
C0015773,expression present,C0000880
C0016667,expression present,C0000880
C0265233,expression present,C0000880
C0009714,expression present,C0000880
C1708350,expression present,C0000880
C0020072,expression present,C0000880
C0026705,expression present,C0000880
C1833213,expression present,C0000880
C0022541,expression present,C0000880
C0037231,expression present,C0000880
C0028860,expression present,C0000880
C0265345,expression present,C0000880
C0004779,expression present,C0000880
C0022577,expression present,C0000880
C0043346,expression present,C0000880
C3266843,expression present,C0000880
C0043388,expression present,C0000880
C0043395,expression present,C0000880
C0221348,expression present,C0000880
C1857663,expression present,C0000880
C0043459,expression present,C0000880
C0027059,expression present,C0000880
C0796160,expression present,C0000880
C4708600,expression present,C0000880
C0751882,expression present,C0000880
C2676770,expression present,C0000880
C4721555,expression present,C0000880
C5442005,expression present,C0000880
C0342907,expression present,C0000880
C0432487,expression present,C0000880
C4225396,expression present,C0000880
C2909036,expression present,C0000880
C0685838,expression present,C0000880
C2936741,expression present,C0000880
C2931422,expression present,C0001519
C0265492,expression present,C0001519
C0001627,expression present,C0001519
C0265292,expression present,C0001519
C0282207,expression present,C0001519
C0399378,expression present,C0001519
C0950121,expression present,C0001519
C0016667,expression present,C0001519
C0265233,expression present,C0001519
C0009714,expression present,C0001519
C1708350,expression present,C0001519
C0020072,expression present,C0001519
C0026705,expression present,C0001519
C1833213,expression present,C0001519
C0022541,expression present,C0001519
C0265345,expression present,C0001519
C0004779,expression present,C0001519
C0022577,expression present,C0001519
C0043346,expression present,C0001519
C3266843,expression present,C0001519
C0043388,expression present,C0001519
C0043395,expression present,C0001519
C0221348,expression present,C0001519
C1857663,expression present,C0001519
C0043459,expression present,C0001519
C0027059,expression present,C0001519
C0796160,expression present,C0001519
C4708600,expression present,C0001519
C0751882,expression present,C0001519
C2676770,expression present,C0001519
C5442005,expression present,C0001519
C0342907,expression present,C0001519
C0432487,expression present,C0001519
C4225396,expression present,C0001519
C2909036,expression present,C0001519
C0685838,expression present,C0001519
C2936741,expression present,C0001519
C2931422,expression present,C0238190
C0265492,expression present,C0238190
C0238062,expression present,C0238190
C0001627,expression present,C0238190
C1302995,expression present,C0238190
C0265292,expression present,C0238190
C0282207,expression present,C0238190
C0399378,expression present,C0238190
C0950121,expression present,C0238190
C0015773,expression present,C0238190
C0016667,expression present,C0238190
C0265233,expression present,C0238190
C0009714,expression present,C0238190
C1708350,expression present,C0238190
C0020072,expression present,C0238190
C0026705,expression present,C0238190
C1833213,expression present,C0238190
C0022541,expression present,C0238190
C0037231,expression present,C0238190
C0028860,expression present,C0238190
C0265345,expression present,C0238190
C0004779,expression present,C0238190
C0022577,expression present,C0238190
C0043346,expression present,C0238190
C3266843,expression present,C0238190
C0043388,expression present,C0238190
C0043395,expression present,C0238190
C0221348,expression present,C0238190
C1857663,expression present,C0238190
C0043459,expression present,C0238190
C0027059,expression present,C0238190
C0796160,expression present,C0238190
C4708600,expression present,C0238190
C0751882,expression present,C0238190
C2676770,expression present,C0238190
C4721555,expression present,C0238190
C5442005,expression present,C0238190
C0342907,expression present,C0238190
C0432487,expression present,C0238190
C4225396,expression present,C0238190
C2909036,expression present,C0238190
C0685838,expression present,C0238190
C2936741,expression present,C0238190
C2931422,expression present,C0153465
C0265492,expression present,C0153465
C0001627,expression present,C0153465
C1302995,expression present,C0153465
C0265292,expression present,C0153465
C0282207,expression present,C0153465
C0399378,expression present,C0153465
C0950121,expression present,C0153465
C0016667,expression present,C0153465
C0265233,expression present,C0153465
