# Entity	CUI_Code	Source
persistent ductus arteriosus	C5210437_medd	NOT_FOUND
persistent intravascular hemolysis	C5075588_medd	NOT_FOUND
pesifidabs	C1546508_enty	NOT_FOUND
pharmaceutical intervention	C3731071_elmt	NOT_FOUND
pharmacological interventions	C4493984_elmt	NOT_FOUND
pharmacological treatment	C7095651_enty	NOT_FOUND
phenytoin	C5412220_enty	NOT_FOUND
pheochromocytoma	C0604857_enty	NOT_FOUND
pheochromocytoma islet cell tumor syndrome	C5005817_cell	NOT_FOUND
phs	C9328726_enty	NOT_FOUND
physical and sensory impairments	C9555537_enty	NOT_FOUND
physical harm due to sleep attacks	C5376543_enty	NOT_FOUND
physical therapy	C9513029_enty	NOT_FOUND
pioglitazone	C5999947_enty	NOT_FOUND
pitcs	C6887461_enty	NOT_FOUND
pituitary output of gonadotropins	C9375654_enty	NOT_FOUND
pl	C2483778_enty	NOT_FOUND
plasma proteins	C1817622_aapp	NOT_FOUND
plasma proteins by 50 55	C6181317_aapp	NOT_FOUND
plastic and reconstructive surgery	C0917508_enty	NOT_FOUND
pneumonia	C8713640_enty	NOT_FOUND
polydactyly	C6664687_enty	NOT_FOUND
polydipsia	C5290928_enty	NOT_FOUND
polymorphous cutaneous lesions	C4359753_elmt	NOT_FOUND
polysyndactyly	C0734987_enty	NOT_FOUND
portal fibrosis	C2430987_enty	NOT_FOUND
post traumatic stress disorder	C2802197_dsyn	NOT_FOUND
postprandial blood glucose	C2896526_enty	NOT_FOUND
potassium containing salt replacements	C5464323_elmt	NOT_FOUND
potent analgesic effects	C7882075_enty	NOT_FOUND
potent antiandrogenic effects	C8001689_enty	NOT_FOUND
potocki shaffer syndrome	C7394989_dsyn	NOT_FOUND
prader willi syndrome	C3841048_dsyn	NOT_FOUND
pralatrexate	C1597564_enty	NOT_FOUND
prednisolone	C3750201_enty	NOT_FOUND
prednisone	C7204198_enty	NOT_FOUND
pregnancy	C0302019_enty	NOT_FOUND
pregnancy complications	C0763589_elmt	NOT_FOUND
pregnancy termination	C1296743_elmt	NOT_FOUND
pregnanes	C9748497_enty	NOT_FOUND
pregnant and lactating women	C2246126_enty	NOT_FOUND
prenatal injury	C3746273_enty	NOT_FOUND
presence of amyloid deposits	C6403197_enty	NOT_FOUND
presence of ghr mutation	C0756785_elmt	NOT_FOUND
pressure on the spinal cord at the base of the skull	C1546594_enzy	NOT_FOUND
prevalence	C6532046_enty	NOT_FOUND
prevalence of cog6 cgd	C9159679_enty	NOT_FOUND
prevalence of genetic anorectal anomalies	C5322438_enty	NOT_FOUND
prevalence of pnfa	C8238203_enty	NOT_FOUND
prevalence of qps	C8224795_enty	NOT_FOUND
prevalence of this disorder	C7926737_dsyn	NOT_FOUND
prevalence of ulnar hypoplasia split foot syndrome	C8541757_dsyn	NOT_FOUND
prevalence of x linked intellectual disability seizures psoriasis syndrome	C7695362_dsyn	NOT_FOUND
prevent long term cognitive impairments	C3769957_enty	NOT_FOUND
preventing complications	C5351529_elmt	NOT_FOUND
prevention	C4060597_elmt	NOT_FOUND
prevention of pregnancy	C2087944_elmt	NOT_FOUND
prevention of stroke	C6800897_elmt	NOT_FOUND
prevention of zinc deficiency	C9620348_elmt	NOT_FOUND
prevention strategies	C3404527_elmt	NOT_FOUND
previous joint injury	C1897307_enty	NOT_FOUND
progressive bilateral retinal and choroidal atrophy	C5739524_enty	NOT_FOUND
progressive muscle weakness	C5458265_bpoc	NOT_FOUND
progressive muscular hypotonia	C6054428_enty	NOT_FOUND
progressive myopathy	C8584469_enty	NOT_FOUND
prolonged cholestatic jaundice	C5639235_enty	NOT_FOUND
prominent low set  posteriorly rotated ears	C5827669_enty	NOT_FOUND
prompt medical attention	C4138576_elmt	NOT_FOUND
proper functioning of enzymes	C6356457_aapp	NOT_FOUND
proper mineralization of bones	C6738798_elmt	NOT_FOUND
prophylaxis and treatment of bacterial infections	C7347740_elmt	NOT_FOUND
prostaglandins	C9862534_bpoc	NOT_FOUND
prostate cancer brain cancer susceptibility	C4459587_dsyn	NOT_FOUND
prostatitis	C3219786_enty	NOT_FOUND
protecting one s ears from damaging noise	C7504595_enty	NOT_FOUND
protein	C5774492_aapp	NOT_FOUND
protein bound	C1890403_aapp	NOT_FOUND
proteins	C6485470_aapp	NOT_FOUND
proton pump inhibitors	C1582319_enty	NOT_FOUND
proximal muscle involvement	C0814046_bpoc	NOT_FOUND
pseudoarthrogryposis	C0318181_enty	NOT_FOUND
psychological support	C5880940_enty	NOT_FOUND
psychomotor developmental delay	C0659886_enty	NOT_FOUND
ptosis	C9189105_enty	NOT_FOUND
ptosis of upper lids	C3649588_enty	NOT_FOUND
pulmonary function tests	C7652787_elmt	NOT_FOUND
pulmonary hypertension	C4679712_elmt	NOT_FOUND
pulmonary hypoplasia	C5791963_enty	NOT_FOUND
purpura simplex	C2451102_enty	NOT_FOUND
quality of life	C2626609_enty	NOT_FOUND
quality of life for affected individuals	C3109858_enty	NOT_FOUND
quality of life for affected patients	C1775412_enty	NOT_FOUND
quality of life impairments	C1333265_enty	NOT_FOUND
quality of life issues	C4758346_enty	NOT_FOUND
quercetin	C9872681_enty	NOT_FOUND
radial bone defects	C6559486_enty	NOT_FOUND
radioactive iodine therapy	C2829385_enty	NOT_FOUND
ragweed hypersensitivity	C0853275_enty	NOT_FOUND
ramon syndrome	C3154758_dsyn	NOT_FOUND
rapidly growing vascular lesions	C0982446_elmt	NOT_FOUND
rare	C5773849_enty	NOT_FOUND
rare and complex congenital disorder	C1533498_dsyn	NOT_FOUND
rare and complex disorder	C9950307_dsyn	NOT_FOUND
rare and complex genetic disorder	C7116867_dsyn	NOT_FOUND
rare and complex hereditary disorder	C6974785_dsyn	NOT_FOUND
rare and complex neurodegenerative disorder	C8215178_dsyn	NOT_FOUND
rare and inherited genetic disorder	C2839379_dsyn	NOT_FOUND
rare and progressive disorder	C0931532_dsyn	NOT_FOUND
rare autosomal dominant disorder	C3719209_dsyn	NOT_FOUND
rare autosomal dominant genetic disorder	C8181563_dsyn	NOT_FOUND
rare autosomal dominant inherited bone growth disorder	C4170368_dsyn	NOT_FOUND
rare autosomal recessive condition	C3074533_elmt	NOT_FOUND
rare autosomal recessive disorder	C1772151_dsyn	NOT_FOUND
rare autosomal recessive genetic disorder	C7183867_dsyn	NOT_FOUND
rare autosomal recessive inherited disorder	C6154689_dsyn	NOT_FOUND
rare autosomal recessive neurodegenerative disease	C1847441_enzy	NOT_FOUND
rare blood disorder	C6218483_dsyn	NOT_FOUND
rare condition	C6897548_elmt	NOT_FOUND
rare congenital anomaly	C6229587_enty	NOT_FOUND
rare congenital condition	C8249404_elmt	NOT_FOUND
rare congenital disorder	C1004627_dsyn	NOT_FOUND
rare congenital or acquired disorder	C3602033_dsyn	NOT_FOUND
rare degenerative disorder	C4302498_dsyn	NOT_FOUND
rare disease	C9814788_enzy	NOT_FOUND
rare disorder	C1490539_dsyn	NOT_FOUND
rare genetic bone disorder	C1792854_dsyn	NOT_FOUND
rare genetic condition	C0037409_elmt	NOT_FOUND
rare genetic congenital disorder	C7252556_dsyn	NOT_FOUND
rare genetic disease	C9100136_enzy	NOT_FOUND
rare genetic disorder	C2018652_dsyn	NOT_FOUND
rare genetic disorders	C3927660_dsyn	NOT_FOUND
rare genetic eye disease	C3766447_enzy	NOT_FOUND
rare genetic neurodegenerative disorder	C2878458_dsyn	NOT_FOUND
rare genetic neurological disorder	C9124746_dsyn	NOT_FOUND
rare genetic neurometabolic disorder	C8608727_dsyn	NOT_FOUND
rare genetic progeroid syndrome disorder	C2294539_dsyn	NOT_FOUND
rare genetic skin pigmentation disorder	C7434722_elmt	NOT_FOUND
rare genetic vascular disorder	C2683399_dsyn	NOT_FOUND
rare genetically inherited disorder	C5060222_dsyn	NOT_FOUND
rare hereditary disorder	C5115919_dsyn	NOT_FOUND
rare inherited bone disorder	C8601475_dsyn	NOT_FOUND
rare inherited disease	C4128043_enzy	NOT_FOUND
rare inherited disorder	C4586798_dsyn	NOT_FOUND
rare medical condition	C2504365_elmt	NOT_FOUND
rare multiple congenital anomalies disorder	C7705757_dsyn	NOT_FOUND
rare neurological disease	C7827147_enzy	NOT_FOUND
rare neurological disorder	C5930796_dsyn	NOT_FOUND
rare ophthalmic disorder	C2604116_dsyn	NOT_FOUND
rare syndrome	C0147281_dsyn	NOT_FOUND
receptor	C4033966_aapp	NOT_FOUND
receptors	C1306674_aapp	NOT_FOUND
reconstruction of the affected area	C0118123_elmt	NOT_FOUND
recurrent acute pancreatitis	C2682738_enty	NOT_FOUND
recurrent bacterial infections	C5813529_elmt	NOT_FOUND
recurrent bcg infections	C6116731_elmt	NOT_FOUND
recurrent episodes of spontaneous thromboses	C5097358_enty	NOT_FOUND
recurrent infections	C1800935_elmt	NOT_FOUND
recurrent painless eye infections	C9886711_elmt	NOT_FOUND
recurrent respiratory infections	C4949199_elmt	NOT_FOUND
recurrent sino pulmonary bacterial infections	C0087043_elmt	NOT_FOUND
recurring infections	C4500740_elmt	NOT_FOUND
reduce inflammation in the central nervous system	C5911352_elmt	NOT_FOUND
reduced anxiety	C0341420_enty	NOT_FOUND
reduced level of platelet activating factor acetylhydrolase	C6334138_aapp	NOT_FOUND
reduced muscle tone	C2084600_bpoc	NOT_FOUND
reducing pain and inflammation	C2152246_elmt	NOT_FOUND
refractive errors	C1135960_enty	NOT_FOUND
regular checkups	C6979250_enty	NOT_FOUND
regular follow up with a healthcare provider	C7914126_enty	NOT_FOUND
rehabilitation	C7566331_elmt	NOT_FOUND
rehabilitation strategies	C4720470_elmt	NOT_FOUND
rehabilitation therapy	C1099682_elmt	NOT_FOUND
rehabilitative care	C0567191_enty	NOT_FOUND
rehabilitative strategies	C6160910_enty	NOT_FOUND
relatively normal lives	C7636436_enty	NOT_FOUND
releasing contractures	C0757533_enty	NOT_FOUND
renal	C2790331_enty	NOT_FOUND
renal anomalies	C3270252_enty	NOT_FOUND
renal blood flow	C2063283_enty	NOT_FOUND
renal dysgenesis	C3333636_enty	NOT_FOUND
repeated episodes of otitis media	C2483014_enty	NOT_FOUND
repeated stress on joints	C9998861_enty	NOT_FOUND
reported cases	C1050516_enzy	NOT_FOUND
reported incidence	C6028843_enty	NOT_FOUND
resection of affected segment	C2256555_elmt	NOT_FOUND
respiratory complications	C2635197_elmt	NOT_FOUND
respiratory distress	C8914557_enty	NOT_FOUND
respiratory support	C7599981_enty	NOT_FOUND
respiratory therapy	C8677016_enty	NOT_FOUND
retina	C6071531_enty	NOT_FOUND
retinal detachment	C3859644_enty	NOT_FOUND
retinal disorder	C1536353_dsyn	NOT_FOUND
retinal reattachment surgery	C4717421_enty	NOT_FOUND
retinoid supplementation therapy	C4250250_elmt	NOT_FOUND
retinoids	C7476717_enty	NOT_FOUND
retrognathia	C3771948_enty	NOT_FOUND
rett syndrome	C5021984_dsyn	NOT_FOUND
rheumatoid arthritis	C9844387_enty	NOT_FOUND
rickettsialpox	C5229672_enty	NOT_FOUND
right heart failure	C7558248_enty	NOT_FOUND
right sided heart failure	C0688487_enty	NOT_FOUND
risk factors	C4458680_aapp	NOT_FOUND
risk factors for developing gerd	C9904049_aapp	NOT_FOUND
risk factors for developing melanoma	C8433792_aapp	NOT_FOUND
risk factors for flqts	C9810610_aapp	NOT_FOUND
risk of hearing loss	C0677797_enty	NOT_FOUND
risk of morbid obesity	C3622834_enty	NOT_FOUND
ritonavir	C2809792_enty	NOT_FOUND
routine and surgical prophylaxis	C3052164_enty	NOT_FOUND
routine prophylaxis	C8843250_enty	NOT_FOUND
routine well baby checkups	C5825047_enty	NOT_FOUND
rpe65 gene	C8396444_enty	NOT_FOUND
s  typhosa	C1541579_enty	NOT_FOUND
sacral anomalies	C7945526_enty	NOT_FOUND
saguenay lac saint jean	C8132224_enty	NOT_FOUND
salla disease	C0057984_enzy	NOT_FOUND
salmonella	C2607503_enty	NOT_FOUND
saturated fatty acid	C8341206_orch	NOT_FOUND
saudi arabia	C7133950_enty	NOT_FOUND
scarring	C5875875_enty	NOT_FOUND
schwannoma	C2089240_enty	NOT_FOUND
scoliosis	C0711662_enty	NOT_FOUND
secondary myoclonus	C1916743_enty	NOT_FOUND
seizure	C1217338_enty	NOT_FOUND
seizure activity	C9428086_enty	NOT_FOUND
seizures	C4945546_enty	NOT_FOUND
sensorineural hearing loss	C1530926_enty	NOT_FOUND
sensory impairment	C1316141_enty	NOT_FOUND
sensory organs drug categories	C5952558_bpoc	NOT_FOUND
serious complications	C3671982_elmt	NOT_FOUND
serotonin	C0538039_enty	NOT_FOUND
serotonin production	C9555987_elmt	NOT_FOUND
serotonin receptor 5 ht2a	C5146221_aapp	NOT_FOUND
serotonin transporters	C5512228_aapp	NOT_FOUND
serum	C1654502_enty	NOT_FOUND
serum albumin	C1990026_enty	NOT_FOUND
severe	C2261590_enty	NOT_FOUND
severe acute pancreatitis	C6511780_enty	NOT_FOUND
severe congenital night blindness	C5244044_enty	NOT_FOUND
severe covid 19 symptoms	C4350265_enty	NOT_FOUND
severe dermatitis multiple allergies metabolic wasting syndrome	C5747075_dsyn	NOT_FOUND
severe early onset retinitis pigmentosa	C9293753_enty	NOT_FOUND
severe fatigue	C9409124_enty	NOT_FOUND
severe hypotonia during the neonatal period	C2536486_enty	NOT_FOUND
severe pain in the upper extremity	C5026569_enty	NOT_FOUND
severe presentations	C2528862_elmt	NOT_FOUND
severe symptoms	C2481736_enty	NOT_FOUND
sex	C3137323_enty	NOT_FOUND
sglt2 inhibitors	C8727229_enty	NOT_FOUND
short  fragmented phrases	C5302033_enzy	NOT_FOUND
short stature	C7940235_enty	NOT_FOUND
shortened life span	C2521428_enty	NOT_FOUND
shortened lifespan	C3809922_enty	NOT_FOUND
shortness of breath	C2622186_enty	NOT_FOUND
sickle cell anemia	C5006444_cell	NOT_FOUND
side effects such as headache	C9032618_enty	NOT_FOUND
significant delays in motor and cognitive milestones	C2208346_enty	NOT_FOUND
significant impairment of cognitive function	C0921932_elmt	NOT_FOUND
significant vision loss	C0299041_elmt	NOT_FOUND
sinus thrombosis	C1196468_enty	NOT_FOUND
six2 related frontonasal dysplasia	C1932043_enty	NOT_FOUND
sj gren syndrome	C5138854_dsyn	NOT_FOUND
sjogren syndrome	C1628437_dsyn	NOT_FOUND
skeletal abnormalities	C5210231_enty	NOT_FOUND
skeletal anomalies	C6001052_enty	NOT_FOUND
skeletal defects	C0383985_enty	NOT_FOUND
skeletal dysplasia	C8167803_enty	NOT_FOUND
skeletal problems	C8845170_enty	NOT_FOUND
skin	C8467491_enty	NOT_FOUND
skin lesions	C4585001_elmt	NOT_FOUND
skincare products	C4950790_enty	NOT_FOUND
skull	C2921355_enty	NOT_FOUND
small cell lung cancer  sclc	C5361202_cell	NOT_FOUND
small head circumference	C7989165_enty	NOT_FOUND
small intestine	C3999620_enty	NOT_FOUND
smith magenis syndrome	C1962739_dsyn	NOT_FOUND
smoking	C7264193_enty	NOT_FOUND
soft tissue bleeding	C9623498_bpoc	NOT_FOUND
solid	C7480209_enty	NOT_FOUND
solid at room temperature	C0434199_enty	NOT_FOUND
some cases	C3483139_enzy	NOT_FOUND
some medications	C3582944_elmt	NOT_FOUND
sparse eyelashes	C5683793_enty	NOT_FOUND
sparse or absent hair on the eyebrows	C3427167_enty	NOT_FOUND
spasticity	C3531759_enty	NOT_FOUND
specialists from various fields	C6148784_enty	NOT_FOUND
specialists in physical therapy	C8408438_enty	NOT_FOUND
specific educational strategies for intellectual development	C0167805_elmt	NOT_FOUND
specific hormonal therapies	C5736820_enty	NOT_FOUND
specific pediatric multidisciplinary approach	C4335685_enty	NOT_FOUND
specific receptors	C9077842_aapp	NOT_FOUND
specific therapeutic interventions available	C3284870_elmt	NOT_FOUND
speech delay	C6287683_enty	NOT_FOUND
speech therapy	C1810305_enty	NOT_FOUND
spondyloepiphyseal dysplasia	C2419803_enty	NOT_FOUND
spondylometaphyseal dysplasia cone rod dystrophy syndrome	C6527758_dsyn	NOT_FOUND
sreat	C0110820_enty	NOT_FOUND
stabilizing bone density	C2868116_enty	NOT_FOUND
stage 3 chronic kidney disease	C4351570_enzy	NOT_FOUND
staphylococcal infections	C9201664_elmt	NOT_FOUND
status epilepticus	C9806875_enty	NOT_FOUND
stiff skin syndrome	C3460943_dsyn	NOT_FOUND
stiffness	C8841397_enty	NOT_FOUND
stiffness in the hands	C2374906_enty	NOT_FOUND
stiffness in the neck	C5494806_enty	NOT_FOUND
stocco dos santos type	C1992593_enty	NOT_FOUND
streptokinase	C8707208_aapp	NOT_FOUND
stroke	C7437575_enty	NOT_FOUND
stroke volume	C2763749_enty	NOT_FOUND
structural	C3339763_enty	NOT_FOUND
sulfamethazine	C6193006_enty	NOT_FOUND
sulfamethoxazole	C9357419_enty	NOT_FOUND
sulfonamide antibiotic	C6468202_enty	NOT_FOUND
supplements	C6262479_enty	NOT_FOUND
supportive	C0380871_enty	NOT_FOUND
supportive care	C6272249_enty	NOT_FOUND
supportive care for nail abnormalities	C7782299_enty	NOT_FOUND
supportive care for renal dysfunction	C5260870_elmt	NOT_FOUND
supportive care for underlying systemic complications	C9975245_elmt	NOT_FOUND
surgeons	C3617142_enty	NOT_FOUND
surgery	C8368747_enty	NOT_FOUND
surgery for cataracts	C1470118_enty	NOT_FOUND
surgery to remove bony structures	C5121423_enty	NOT_FOUND
surgical	C4983587_enty	NOT_FOUND
surgical correction	C0262004_elmt	NOT_FOUND
surgical correction for severe cardiac malformations	C6185732_elmt	NOT_FOUND
surgical correction of craniosynostosis	C1204599_elmt	NOT_FOUND
surgical excision or laser ablation	C8250974_enzy	NOT_FOUND
surgical intervention	C3667983_elmt	NOT_FOUND
surgical intervention for severe cases	C7503439_enzy	NOT_FOUND
surgical interventions	C4810492_elmt	NOT_FOUND
surgical procedure	C6327484_enty	NOT_FOUND
surveillance to mitigate risks of related conditions	C5916387_elmt	NOT_FOUND
survival	C7817272_enty	NOT_FOUND
survival into teenage years	C6195104_enty	NOT_FOUND
swallowing skills	C4624206_enty	NOT_FOUND
sweden	C3545070_enty	NOT_FOUND
swelling	C9920421_enty	NOT_FOUND
swelling in the legs and ankles	C7619196_enty	NOT_FOUND
swelling of lymph nodes	C0240899_enty	NOT_FOUND
symptomatic	C8765897_enty	NOT_FOUND
symptomatic treatment of neuropathic pain	C9480931_enty	NOT_FOUND
symptoms	C4537394_enty	NOT_FOUND
symptoms of hypopigmentation punctate palmoplantar keratoderma syndrome	C3138574_elmt	NOT_FOUND
symptoms of myalgia	C2748726_enty	NOT_FOUND
symptoms of parkinson s disease	C5774113_enzy	NOT_FOUND
symptoms related to anorectal malformations	C6313918_elmt	NOT_FOUND
symptoms until later in adulthood	C9128326_enty	NOT_FOUND
syndrome	C4314442_dsyn	NOT_FOUND
systemic disorder	C5204418_dsyn	NOT_FOUND
systemic retinoids	C3600699_enty	NOT_FOUND
t b  scid	C7898721_enty	NOT_FOUND
t2 hyperintensities	C7440198_enty	NOT_FOUND
takotsubo cardiomyopathy	C6341379_enty	NOT_FOUND
tall stature	C7989825_enty	NOT_FOUND
talonavicular coalition	C1862549_elmt	NOT_FOUND
tau	C2879143_enty	NOT_FOUND
tau proteins	C3391532_aapp	NOT_FOUND
tcof1	C7519449_enty	NOT_FOUND
tenascin x deficiency	C6719085_dsyn	NOT_FOUND
tertiary amine	C3890633_enty	NOT_FOUND
testicular anomalies	C2887045_enty	NOT_FOUND
testosterone	C4061177_enty	NOT_FOUND
testosterone propionate	C9639740_elmt	NOT_FOUND
tetracycline	C9226621_enty	NOT_FOUND
tfr	C0863872_enty	NOT_FOUND
the age of 20	C9373662_enty	NOT_FOUND
the diagnosis	C8357204_enty	NOT_FOUND
the diagnosis of spondyloepimetaphyseal dysplasia abnormal dentition syndrome	C6153029_elmt	NOT_FOUND
the mutation to their offspring	C3693136_elmt	NOT_FOUND
the promoter element of slc16a1	C9861826_elmt	NOT_FOUND
the united states	C4466020_enty	NOT_FOUND
their doctor	C5578362_enty	NOT_FOUND
their families	C1395750_enty	NOT_FOUND
their symptoms	C4826594_enty	NOT_FOUND
theophylline	C2512897_enty	NOT_FOUND
therapies	C0157341_enty	NOT_FOUND
therapy	C0848381_enty	NOT_FOUND
thiamine responsive megaloblastic anemia syndrome	C6164278_dsyn	NOT_FOUND
thick  sticky mucus production	C4891333_elmt	NOT_FOUND
thimerosal	C9115323_enty	NOT_FOUND
thin corpus callosum	C4382260_enty	NOT_FOUND
this disorder	C6180979_dsyn	NOT_FOUND
this rare condition	C0988193_elmt	NOT_FOUND
this rare disorder	C2982512_dsyn	NOT_FOUND
this response	C0432542_enty	NOT_FOUND
thoracic abnormalities	C8701294_enty	NOT_FOUND
those raised as male	C0029807_enty	NOT_FOUND
thrombocytopenia	C9104105_enty	NOT_FOUND
thromboxanes	C4897309_enty	NOT_FOUND
thyroid disease	C4664588_enzy	NOT_FOUND
thyroid gland	C8901008_bpoc	NOT_FOUND
thyroid hormone	C0469612_enty	NOT_FOUND
thyroidal hormone t3	C4063052_enty	NOT_FOUND
timely and effective management	C0295430_enty	NOT_FOUND
tissue death	C9683509_bpoc	NOT_FOUND
tobacco use	C8236896_enty	NOT_FOUND
toe syndactyly	C2345252_enty	NOT_FOUND
tooth hypoplasia	C0254455_enty	NOT_FOUND
topical ointment for corticosteroid responsive dermatoses	C5498238_enty	NOT_FOUND
toxic properties	C3698096_enty	NOT_FOUND
tracheal stent insertion	C9912583_elmt	NOT_FOUND
transient bullous dermolysis of the newborn	C4933441_enty	NOT_FOUND
transitional b cells	C2022751_elmt	NOT_FOUND
transpeptidases	C8000516_enzy	NOT_FOUND
treating bacterial infections such as staphylococcus aureus	C9082401_elmt	NOT_FOUND
treating hearing loss can have a positive effect on cognitive performance	C1646810_enty	NOT_FOUND
treating hypothyroidism	C4507384_enty	NOT_FOUND
treatment	C3362538_enty	NOT_FOUND
treatment approaches	C0695390_enty	NOT_FOUND
treatment for diabetes mellitus type 2	C3518718_dsyn	NOT_FOUND
treatment for occult macular dystrophy	C9822294_enty	NOT_FOUND
treatment for qps	C1108627_enty	NOT_FOUND
treatment of cancer	C6830871_dsyn	NOT_FOUND
treatment of chronic thromboembolic pulmonary hypertension  cteph	C3169616_elmt	NOT_FOUND
treatment of concomitant conditions	C7819632_elmt	NOT_FOUND
treatment of infection	C6822634_elmt	NOT_FOUND
treatment of infections	C8630988_elmt	NOT_FOUND
treatment of inoperable adrenocortical tumors	C3733153_enty	NOT_FOUND
treatment of moderate to severe pain	C9504362_enty	NOT_FOUND
treatment of non small cell lung cancer	C4965260_cell	NOT_FOUND
treatment of ovarian cancer	C5923308_dsyn	NOT_FOUND
treatment of pulmonary arterial hypertension  pah	C8644976_elmt	NOT_FOUND
treatment of schizophrenia	C2332046_enty	NOT_FOUND
treatment of thyroid disorders	C7480053_dsyn	NOT_FOUND
treatment of type ii diabetes mellitus	C9759104_dsyn	NOT_FOUND
treatment option for various cancers	C8418946_elmt	NOT_FOUND
treatment options	C9524403_elmt	NOT_FOUND
treatment options for rheumatoid nodulosis	C7573306_elmt	NOT_FOUND
treatment strategies	C2312380_enty	NOT_FOUND
treatments	C4953320_enty	NOT_FOUND
true	C7853648_enty	NOT_FOUND
tsc1	C6576236_enty	NOT_FOUND
tumor	C0995272_enty	NOT_FOUND
tumor size	C7537182_enty	NOT_FOUND
tumor spread to other organs	C2999890_bpoc	NOT_FOUND
tumor stage	C4158121_enty	NOT_FOUND
tumors	C3722730_enty	NOT_FOUND
two families	C9576660_enty	NOT_FOUND
type 1 diabetes	C2827032_dsyn	NOT_FOUND
type 2 diabetes mellitus	C0870376_dsyn	NOT_FOUND
type i	C4719132_enty	NOT_FOUND
tyrosine	C8658693_enty	NOT_FOUND
ulcers of oral mucous membranes	C3848529_bpoc	NOT_FOUND
ulnar deviation of the hands	C5972123_elmt	NOT_FOUND
uncontrolled cell growth	C2374281_cell	NOT_FOUND
underestimated	C7611035_enty	NOT_FOUND
underlying causes	C3121759_enty	NOT_FOUND
underlying mechanisms	C2810396_enty	NOT_FOUND
understand genetic basis	C0138859_enty	NOT_FOUND
unique electrocardiographic abnormalities	C0758755_enty	NOT_FOUND
united states	C2176925_enty	NOT_FOUND
unknown prevalence	C9223803_enty	NOT_FOUND
up to 80  of cases	C2122112_enzy	NOT_FOUND
upper limb anomalies	C6131053_enty	NOT_FOUND
urinary frequency	C4641101_enty	NOT_FOUND
urogenital abnormalities	C2083527_enty	NOT_FOUND
us food and drug administration  fda	C5254869_elmt	NOT_FOUND
vaccination against influenza	C2132109_elmt	NOT_FOUND
vaccines	C1531129_enty	NOT_FOUND
vaginal anomalies	C1295383_enty	NOT_FOUND
vaginal atrophy	C7343250_enty	NOT_FOUND
vaginal infections	C4502418_elmt	NOT_FOUND
valvular pulmonary stenosis	C3560934_enty	NOT_FOUND
van der woude syndrome	C6628856_dsyn	NOT_FOUND
variable combinations of nonspherocytic hemolytic anemia	C1168365_elmt	NOT_FOUND
variable degrees of intellectual disability	C9143181_enty	NOT_FOUND
variable degrees of neutropenia	C3510276_enty	NOT_FOUND
variable tall stature	C4163280_enty	NOT_FOUND
various abnormalities	C2901528_enty	NOT_FOUND
various complications	C0576196_elmt	NOT_FOUND
various drug categories	C9700468_enty	NOT_FOUND
various formulations	C0116890_elmt	NOT_FOUND
various indications	C6622932_elmt	NOT_FOUND
various metabolic functions	C7851473_elmt	NOT_FOUND
various symptoms	C0190822_enty	NOT_FOUND
various treatments	C9247035_enty	NOT_FOUND
various types of seizures	C3888015_enty	NOT_FOUND
ventricular septal defects	C4810299_enty	NOT_FOUND
ventriculomegaly cystic kidney disease	C6679103_enzy	NOT_FOUND
vestibular symptoms	C6887168_enty	NOT_FOUND
vici syndrome	C9304884_dsyn	NOT_FOUND
viral and fungal	C2821540_enty	NOT_FOUND
viral hepatitis	C0761213_enty	NOT_FOUND
visible signs of craniosynostosis	C4087270_enty	NOT_FOUND
vision loss	C5848816_elmt	NOT_FOUND
visual impairment	C4055231_enty	NOT_FOUND
visual impairments	C0817525_enty	NOT_FOUND
visual outcomes	C7111145_enty	NOT_FOUND
visualizing the pituitary gland	C5863387_bpoc	NOT_FOUND
visualizing the sella turcica	C2999831_enty	NOT_FOUND
vitamin a	C1859694_enty	NOT_FOUND
vitamin d	C9114136_enty	NOT_FOUND
vitamin e supplementation	C5485102_elmt	NOT_FOUND
vitamin k	C2188211_enty	NOT_FOUND
vka	C0562255_enty	NOT_FOUND
vocal tics	C1060420_enty	NOT_FOUND
vomiting	C3001830_enty	NOT_FOUND
voxelotor	C1957600_enty	NOT_FOUND
warfarin	C6622176_enty	NOT_FOUND
weakness	C1515455_enty	NOT_FOUND
weakness and wasting of limb and bulbar muscles	C9199974_bpoc	NOT_FOUND
weakness of the muscles	C4405946_bpoc	NOT_FOUND
weight loss	C9739556_enty	NOT_FOUND
wide	C2013722_enty	NOT_FOUND
wilson s disease	C2840786_enzy	NOT_FOUND
with only a handful of reported cases	C9937310_enzy	NOT_FOUND
with only fewer than 30 reported cases	C0122766_enzy	NOT_FOUND
women	C6739342_enty	NOT_FOUND
women should see their doctor if	C4031084_enty	NOT_FOUND
worldwide	C7202860_enty	NOT_FOUND
x linked	C8690019_enty	NOT_FOUND
x linked disorder	C7062497_dsyn	NOT_FOUND
x linked dystonia parkinsonism	C4075635_enty	NOT_FOUND
x linked inheritance	C1743985_enty	NOT_FOUND
x linked intellectual disability plagiocephaly syndrome	C0004261_dsyn	NOT_FOUND
x linked recessive inheritance pattern	C6707253_enty	NOT_FOUND
yellow vegetables	C4961354_enty	NOT_FOUND
young and middle aged adults	C6769764_enty	NOT_FOUND
zinc	C1356256_elmt	NOT_FOUND
zinc deficiency	C2569626_elmt	NOT_FOUND
zn	C5154350_enty	NOT_FOUND
